image_path,image_id,label_id,label_text,label_raw,source
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Crystals/242118.jpeg,242118,1,Crystals,17,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/308080.jpeg,308080,3,Precipitate,14,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/491719.jpeg,491719,3,Precipitate,30,4
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/128245.jpeg,128245,3,Precipitate,14,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/326355.jpeg,326355,3,Precipitate,16,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Crystals/15653.jpeg,15653,1,Crystals,8,1
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Clear/248780.jpeg,248780,0,Clear,2,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Clear/55711.jpeg,55711,0,Clear,9,1
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Clear/255141.jpeg,255141,0,Clear,2,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/333283.jpeg,333283,3,Precipitate,16,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/322003.jpeg,322003,3,Precipitate,16,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/116442.jpeg,116442,3,Precipitate,14,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/127234.jpeg,127234,3,Precipitate,14,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/222734.jpeg,222734,3,Precipitate,14,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Crystals/349524.jpeg,349524,1,Crystals,17,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/326186.jpeg,326186,3,Precipitate,16,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/115729.jpeg,115729,3,Precipitate,14,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/161848.jpeg,161848,3,Precipitate,16,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Crystals/452467.jpeg,452467,1,Crystals,5,2
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Other/417045.jpeg,417045,2,Other,26,2
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Crystals/49709.jpeg,49709,1,Crystals,18,1
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/152926.jpeg,152926,3,Precipitate,16,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/149030.jpeg,149030,3,Precipitate,16,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Clear/95084.jpeg,95084,0,Clear,2,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Clear/88505.jpeg,88505,0,Clear,2,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Clear/469838.jpeg,469838,0,Clear,3,0
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/240437.jpeg,240437,3,Precipitate,16,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Crystals/52370.jpeg,52370,1,Crystals,18,1
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Clear/266763.jpeg,266763,0,Clear,2,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Clear/408529.jpeg,408529,0,Clear,1,2
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/119897.jpeg,119897,3,Precipitate,14,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/316573.jpeg,316573,3,Precipitate,16,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/285317.jpeg,285317,3,Precipitate,14,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/429834.jpeg,429834,3,Precipitate,30,2
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/30343.jpeg,30343,3,Precipitate,10,1
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/311125.jpeg,311125,3,Precipitate,14,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/348104.jpeg,348104,3,Precipitate,16,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/440093.jpeg,440093,3,Precipitate,30,2
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/334834.jpeg,334834,3,Precipitate,16,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/301188.jpeg,301188,3,Precipitate,14,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Clear/94061.jpeg,94061,0,Clear,2,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/315214.jpeg,315214,3,Precipitate,16,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/229520.jpeg,229520,3,Precipitate,16,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Clear/276353.jpeg,276353,0,Clear,2,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/231831.jpeg,231831,3,Precipitate,16,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Clear/110332.jpeg,110332,0,Clear,2,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/286568.jpeg,286568,3,Precipitate,14,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/80791.jpeg,80791,3,Precipitate,10,1
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Clear/277328.jpeg,277328,0,Clear,2,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Clear/192680.jpeg,192680,0,Clear,2,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Clear/403727.jpeg,403727,0,Clear,1,2
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/339413.jpeg,339413,3,Precipitate,16,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/432683.jpeg,432683,3,Precipitate,30,2
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Clear/280263.jpeg,280263,0,Clear,2,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Crystals/18509.jpeg,18509,1,Crystals,18,1
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Clear/203986.jpeg,203986,0,Clear,2,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/447453.jpeg,447453,3,Precipitate,32,2
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/436966.jpeg,436966,3,Precipitate,30,2
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/324244.jpeg,324244,3,Precipitate,16,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Clear/6144.jpeg,6144,0,Clear,1,1
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Clear/271021.jpeg,271021,0,Clear,2,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/160758.jpeg,160758,3,Precipitate,16,3
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/4191.jpeg,4191,3,Precipitate,10,1
/home/rebeccachang/marco.ccr.buffalo.edu/data/archive/train_out/Precipitate/136700.jpeg,136700,3,Precipitate,14,3
